text,link
"Facebook Wall: Players, celebrities react to India’s win over South Africa in World Cup 2015",https://web.archive.org/web/20150224091816/http://www.theunrealtimes.com/2015/02/22/facebook-wall-players-celebrities-react-to-indias-win-over-south-africa-in-world-cup-2015/
Guy who left job 2 months back rejoins after watching Hotstar’s ‘The Office’ and getting nostalgic,https://thefauxy.com/guy-who-left-job-2-months-back-rejoins-after-watching-hotstars-the-office-and-getting-nostalgic/
Liberal forgets to greet the nation on Eid; attempts suicide,https://web.archive.org/web/20160711154345/http://www.theunrealtimes.com/2016/07/09/liberal-forgets-to-greet-the-nation-on-eid-attempts-suicide/
China offers to install 15 lakh CCTVs in Delhi to fulfil Kejriwal’s poll promise,https://web.archive.org/web/20150214073435/http://www.theunrealtimes.com/2015/02/12/china-offers-to-install-15-lakh-cctvs-in-delhi-to-fulfil-kejriwals-poll-promise/
US Presidential Debate To Have “Shastrartha” Between Joe Biden and Donald Trump,https://thefauxy.com/us-presidential-debate-to-have-shastrartha-between-joe-biden-and-donald-trump/
Survey Says 95% People Who Invest In Health Insurance Do Not Seek Any Returns,https://thefauxy.com/survey-says-95-people-who-invest-in-health-insurance-do-not-seek-any-returns/
Ranbir Alia Wedding Postponed To Avoid Clash With A South Indian Wedding,https://thefauxy.com/ranbir-alia-wedding-postponed-to-avoid-clash-with-a-south-indian-wedding/
"LK Advani slams Editors Guild, says even BJP’s Margdarshak Mandal isn’t as useless",https://web.archive.org/web/20150624084452/http://www.theunrealtimes.com/2015/06/19/lk-advani-slams-editors-guild-says-even-bjps-margdarshak-mandal-isnt-as-useless/
Met Gala 2021: Rihanna Dressed Up Like A Scarecrow To Show Her Support For Farmers,https://thefauxy.com/met-gala-2021-rihana-dressed-up-like-a-scarecrow-to-show-her-support-for-farmers/
Facebook Wall: Reactions to Donald Trump’s victory in US Presidential elections,https://web.archive.org/web/20161114080301/http://www.theunrealtimes.com/2016/11/10/facebook-wall-reactions-to-donald-trumps-victory-in-us-presidential-elections/
NASA To Build A Temple On Mars So That Water Can Be Found There,https://thefauxy.com/nasa-to-build-a-temple-on-mars-so-that-water-can-be-found-there/
JCB’s record sales prove that economic slowdown and job loss is a myth,https://thefauxy.com/jcbs-record-sales-prove-that-economic-slowdown-and-job-loss-is-a-myth/
"Why is Modi bent on increasing life expectancy, when population explosion is at its peak?",https://thefauxy.com/why-is-modi-bent-on-increasing-life-expectancy-when-population-explosion-is-at-its-peak/
PM Modi Calls Amit Shah To Remind Him He Is The Home Minister,https://thefauxy.com/pm-modi-calls-amit-shah-to-remind-him-he-is-the-home-minister/
Didi Provides Aid To Game Of Thrones Fans After Show Ends,https://thefauxy.com/didi-provides-aid-to-game-of-thrones-fans-after-show-ends-reports-therobustrascal/
"Aaj Tak beats Cartoon Network, named India’s best comedy channel »",https://web.archive.org/web/20111110105749/http://www.theunrealtimes.com/2011/11/10/aaj-tak-beats-cartoon-network-named-india%e2%80%99s-best-comedy-channel/
EXPOSED: Why is the US not releasing footage of the operation! »,https://web.archive.org/web/20110522091653/http://www.theunrealtimes.com/2011/05/09/exposed-why-is-the-us-not-releasing-footage-of-the-operation/
Quackery legalised; Autorickshaw drivers across the nation now demand pilot’s license,https://web.archive.org/web/20150716042144/http://www.theunrealtimes.com/2015/07/15/quackery-legalised-autorickshaw-drivers-across-the-nation-now-demand-pilots-license/
"After deep introspection over poll defeats, Congress sacks polling agent Amit Shah",https://web.archive.org/web/20160602110454/http://www.theunrealtimes.com/2016/05/27/after-deep-introspection-over-poll-defeats-congress-sacks-polling-agent-amit-shah/
Home Minister Chidambaram will investigate himself in the 2G scam »,https://web.archive.org/web/20110926143957/http://www.theunrealtimes.com/2011/09/24/home-minister-chidambaram-will-investigate-himself-in-the-2g-scam/
"Pakistan forgoes Kashmir demand, asks for JNU instead",https://web.archive.org/web/20160213231251/http://www.theunrealtimes.com/2016/02/13/pakistan-forgoes-kashmir-demand-asks-for-jnu-instead/
"Nobel Peace Prize 2022 Winner, Ales Bialiatski Gives Away his Award to Alt News Founders",https://thefauxy.com/nobel-peace-prize-2022-winner-ales-bialiatski-gives-away-their-award-to-alt-news-founders/
"Britain now reaches out to RSS, says interested in joining “Akhand Bharat”",https://web.archive.org/web/20160625070340/http://www.theunrealtimes.com/2016/06/25/britain-now-reaches-out-to-rss-says-interested-in-joining-akhand-bharat/
Big Boss sues government for copying the idea of Lockdown,https://thefauxy.com/big-boss-sues-government-for-copying-the-idea-of-lockdown/
China National Day: The country flaunts DF-41 missile and MI phones in the parade as its biggest strengths,https://thefauxy.com/china-national-day-the-country-flaunts-df-41-missile-and-mi-phones-in-the-parade-as-its-biggest-strengths/
Hindu man creates an App that notifies users as soon as they enter Muslim area and sends an SOS message,https://thefauxy.com/hindu-man-creates-an-app-that-notifies-users-as-soon-as-they-enter-muslim-area-and-sends-an-sos-message/
Man caught selling Israel vs Palestine tickets,https://thefauxy.com/man-caught-selling-israel-vs-palestine-tickets/
Roger Binny’s exit from selection panel: worried Stuart approaches Sachin to play in All Stars,https://web.archive.org/web/20151204161712/http://www.theunrealtimes.com/2015/11/13/roger-binnys-exit-from-selection-panel-worried-stuart-approaches-sachin-to-play-in-all-stars/
Power crisis: Pak to harness Arnab Goswami’s voice on The Newshour to generate electricity,https://web.archive.org/web/20150130191834/http://www.theunrealtimes.com/2015/01/27/power-crisis-pak-to-harness-arnab-goswamis-voice-on-the-newshour-to-generate-electricity/
"Man claiming to be descendant of Pandavas claims compensation from Govt. for NCR, adjacent regions »",https://web.archive.org/web/20110923112059/http://www.theunrealtimes.com/2011/09/11/man-claiming-to-be-descendant-of-pandavas-claims-compensation-from-govt-for-ncr-adjacent-regions/
PMO installs chip inside ministers’ heads to give them a shock when they try to say something stupid,https://web.archive.org/web/20151023161256/http://www.theunrealtimes.com/2015/10/22/pmo-installs-chip-inside-ministers-heads-to-give-them-a-shock-when-they-try-to-say-something-stupid/
ICC to organize exhibition T-20 match between Kejriwal and Jaitley to settle differences,https://web.archive.org/web/20151225181559/http://www.theunrealtimes.com/2015/12/23/icc-to-organize-an-exhibition-t-20-match-to-settle-kejriwal-jaitley-differences/
UnReal Toon: Intelligence Bureau’s formula for dreaded gangsters,https://web.archive.org/web/20151101013758/http://www.theunrealtimes.com/2015/10/29/unreal-toon-intelligence-bureaus-formula-for-dreaded-gangsters/
124 People Who Liked The Video Of Kenny Sebastian Test Positive For COVID,https://thefauxy.com/124-people-who-liked-the-video-of-kenny-sebastian-test-positive-for-covid/
Maneka Gandhi now protests against NCERT Ambedkar cartoon for cruelty to snails »,https://web.archive.org/web/20120517052749/http://www.theunrealtimes.com/2012/05/13/maneka-gandhi-now-protests-against-ncert-ambedkar-cartoon-for-cruelty-to-snails/
Facebook Wall: Reactions to India’s victory over Pakistan in the Asia Cup T20 2016,https://web.archive.org/web/20160304185535/http://www.theunrealtimes.com/2016/02/28/facebook-wall-reactions-to-indias-victory-over-pakistan-in-the-asia-cup-t20-2016/
"Passenger plays Kunal Kamra’s stand-up video in train, passenger and Kunal Kamra both banned from travelling",https://thefauxy.com/passenger-plays-kunal-kamras-stand-up-video-in-train-passenger-and-kunal-kamra-both-banned-from-travelling/
Person sues Zomato for not delivering non-veg in his veg order,https://thefauxy.com/person-sues-zomato-for-not-delivering-non-veg-in-his-veg-order/
South Delhi girl slaps domino’s counter boy for speaking in Hindi,https://thefauxy.com/south-delhi-girl-slaps-dominos-counter-boy-for-speaking-in-hindi/
Engineers happy as parents are no longer asking them to take shower due to dirty water supplied by Delhi Jal board,https://thefauxy.com/engineers-happy-as-parents-are-no-longer-asking-them-to-take-shower-due-to-dirty-water-supplied-by-delhi-jal-board/
Imran Khan Leaks Dawood Ibrahim’s Whereabouts After Latter Refuses to Lend More Money,https://thefauxy.com/imran-khan-leaks-dawood-ibrahims-whereabouts-after-later-refuses-to-lend-more-money/
Air India to felicitate PM Modi and Kanhaiya Kumar for helping it return to profitability,https://web.archive.org/web/20160521235159/http://www.theunrealtimes.com/2016/05/14/air-india-to-felicitate-pm-modi-and-kanhaiya-kumar-for-helping-it-return-to-profitability/
Narendra Modi Nominated For Rajiv Gandhi Khel Ratna Award,https://thefauxy.com/narendra-modi-nominated-for-rajiv-gandhi-khel-ratna-award/
Arvind Kejriwal To Inaugurate Covid 3rd Wave,https://thefauxy.com/arvind-kejriwal-to-inaugurate-covid-3rd-wave/
60 Dead Due To Constipation After Modi Government Bans Sitting On Railway Tracks,https://thefauxy.com/60-dead-due-to-constipation-after-modi-government-bans-sitting-on-railway-tracks/
Facebook Wall: Reactions to Kanhaiya Kumar’s claim that man tried to ‘strangulate’ him on plane,https://web.archive.org/web/20160425224954/http://www.theunrealtimes.com/2016/04/25/facebook-wall-reactions-to-kanhaiya-kumars-claim-that-man-tried-to-strangulate-him-on-plane/
UnReal Primer: Everything you wanted to know about demonetisation of Rs. 500 and Rs. 1000,https://web.archive.org/web/20161114080301/http://www.theunrealtimes.com/2016/11/11/unreal-primer-everything-you-wanted-to-know-about-demonetisation-of-rs-500-and-rs-1000/
Delhi man vehemently protesting Kejriwal’s odd-even vehicle rule dies coughing,https://web.archive.org/web/20151208075724/http://www.theunrealtimes.com/2015/12/05/delhi-man-vehemently-protesting-kejriwals-odd-even-vehicle-rule-dies-coughing/
The Street Vendor Caught On Camera Mixing Toilet Water Given Bail After He Cites No Water Available On Roads As Potholes Repaired,https://thefauxy.com/the-street-vendor-caught-on-camera-mixing-toilet-water-given-bail-after-he-cites-no-water-available-on-roads-as-potholes-repaired/
"Kangana Ranaut’s Thalaivii Not Released In Theatres As It Could Have Flouted Covid Norms,  Unlike Taapsee’s Haseen Dilruba Which Made People Keep Safe Distance With Theatres",https://thefauxy.com/kangana-ranauts-thalaivii-not-released-in-theatres-as-it-could-have-flouted-covid-norms-unlike-taapsees-haseen-dilruba-which-made-people-keep-safe-distance-with-theatres/
"Boy proposes a girl with a heart-shaped balloon, US army shot it down mistaking it for spy balloon",https://thefauxy.com/boy-proposes-a-girl-with-a-heart-shaped-balloon-us-shot-it-down-mistaking-it-for-spy-balloon/
‘When a batsman was out LBW to a throw from deep midwicket’,https://web.archive.org/web/20161008191056/http://www.theunrealtimes.com/2016/09/24/when-a-batsman-was-out-lbw-to-a-throw-from-deep-midwicket/
"After Indian cricket, Star TV now grabs “C.I.D” for INR 385.1 crore »",https://web.archive.org/web/20120404185754/http://www.theunrealtimes.com/2012/04/03/after-indian-cricket-star-tv-now-grabs-c-i-d-for-inr-385-1-crore/
Congress to ally with NOTA for upcoming state elections,https://web.archive.org/web/20150214073435/http://www.theunrealtimes.com/2015/02/14/congress-to-ally-with-nota-for-upcoming-state-elections/
Kapil Sibal to create the “mother of all unified exams” »,https://web.archive.org/web/20120614025624/http://www.theunrealtimes.com/2012/06/11/kapil-sibal-to-create-the-mother-of-all-unified-exams/
BCCI hires BCG to figure out the donkeys in Team India »,https://web.archive.org/web/20110919082505/http://www.theunrealtimes.com/2011/09/06/bcci-hires-bcg-to-figure-out-the-donkeys-in-team-india/
James Bond kissing scene censorship: Emraan Hashmi slams censor board,https://web.archive.org/web/20151123135532/http://www.theunrealtimes.com/2015/11/20/james-bond-kissing-scene-censorship-emraan-hashmi-slams-censor-board/
UnReal Toon: Charlie Hebdo’s cartoonists in demand in the other world,https://web.archive.org/web/20150110132706/http://www.theunrealtimes.com/2015/01/09/unreal-toon-charlie-hebdos-cartoonists-in-demand-in-the-other-world/
Pathaan likely to get postponed as theatre owners not ready to reduce Brahmastra shows,https://thefauxy.com/pathaan-likely-to-get-postponed-as-theatre-owners-not-ready-to-reduce-brahmastra-shows/
UnReal Toon: Kiran Bedi takes on Arvind Kejriwal post her induction into the BJP,https://web.archive.org/web/20150118050433/http://www.theunrealtimes.com/2015/01/16/unreal-toon-kiran-bedi-takes-on-arvind-kejriwal-post-her-induction-into-the-bjp/
Facebook Wall: Internet salutes PV Sindhu’s valiant performance in Olympics final,https://web.archive.org/web/20160829005913/http://www.theunrealtimes.com/2016/08/20/facebook-wall-internet-salutes-pv-sindhus-valiant-performance-in-olympics-final/
Power crisis in Karnataka reunites families,https://web.archive.org/web/20150923042849/http://www.theunrealtimes.com/2015/09/20/power-crisis-in-karnataka-reunites-families/
Cigarette Company prints ‘immunity booster’ on pack,https://thefauxy.com/cigarette-company-prints-immunity-booster-on-pack/
"Government should also end “Pencil, Teri shadi cancel” practice, says Janhvi Kapoor",https://thefauxy.com/govovernment-should-also-end-pencil-teri-shadi-cancel-practice-says-janhvi-kapoor/
The Wait Is Over! Baba Ka Dhaba IPO To Open In March,https://thefauxy.com/wait-is-over-baba-ka-dhaba-ipo-to-open-in-march/
Liberals lambast PM Modi after SRK’s dog passes away,https://web.archive.org/web/20150321194936/http://www.theunrealtimes.com/2015/03/17/liberals-lambast-pm-modi-after-srks-dog-passes-away/
All women and men with she/her pronouns are entitled to safe and legal abortion: Supreme Court,https://thefauxy.com/all-women-and-men-with-she-her-pronouns-are-entitled-to-safe-and-legal-abortion-supreme-court/
Man forgets why he called customer care by the time he gets to phone banking officer,https://web.archive.org/web/20150716042144/http://www.theunrealtimes.com/2015/07/14/man-forgets-why-he-called-customer-care-by-the-time-he-got-to-phone-banking-officer/
Batman sends resume to selection committee to become Lokpal of India »,https://web.archive.org/web/20111230091056/http://www.theunrealtimes.com/2011/12/29/batman-sends-resume-to-selection-committee-to-become-lokpal-of-india/
Pepsi to be directly supplied to households through pipes »,https://web.archive.org/web/20111006095914/http://www.theunrealtimes.com/2011/10/05/pepsi-to-be1-directly-supplied-to-households-through-water-pipes/
Rahul Gandhi’s Face Mysteriously Appears On Kailash Mansarovar Parvat,https://thefauxy.com/rahul-gandhis-face-mysteriously-appears-on-kailash-mansarovar-parvat/
UnReal Toon: Income Tax department conducts raid in Bihar,https://web.archive.org/web/20160115204546/http://www.theunrealtimes.com/2016/01/15/unreal-toon-income-tax-department-conducts-raid-in-bihar/
Man fails ‘No nut November’ after he watches Alt Balaji series,https://thefauxy.com/man-fails-no-nut-november-after-he-watches-alt-balaji-series/
"Rahul Yadav opens up, says wanted to resign anyway before Arnab Goswami asked for it",https://web.archive.org/web/20150708051858/http://www.theunrealtimes.com/2015/07/07/rahul-yadav-opens-up-says-wanted-to-resign-anyway-before-arnab-goswami-asked-for-it/
Facebook Wall: Reactions to right-of-centre magazine Swarajya’s writing workshop,https://web.archive.org/web/20160418221446/http://www.theunrealtimes.com/2016/04/14/facebook-wall-reactions-to-right-of-centre-magazine-swarajyas-writing-workshop/
Pakistan plunges into constitutional crisis after Kayani and Gilani simultaneously fire each other »,https://web.archive.org/web/20120114050228/http://www.theunrealtimes.com/2012/01/12/pakistan-plunges-into-constitutional-crisis-after-kayani-and-gilani-simultaneously-fire-each-other/
"Trump card manufacturers return, this time with UPA scam cards! »",https://web.archive.org/web/20120326030024/http://www.theunrealtimes.com/2012/03/22/trump-card-manufacturers-return-this-time-with-upa-scam-cards/
Man admitted to hospital after trying to calculate his transportation budget ahead of odd-even rule,https://web.archive.org/web/20160108130946/http://www.theunrealtimes.com/2016/01/02/man-admitted-to-hospital-after-trying-to-calculate-his-transportation-budget-ahead-of-odd-even-rule/
Jairam Ramesh breaks down in front of Sonia on his task of turning Rahul Gandhi into a great leader,https://web.archive.org/web/20160425224954/http://www.theunrealtimes.com/2016/04/25/jairam-ramesh-breaks-down-in-front-of-sonia-on-his-task-of-turning-rahul-gandhi-into-a-great-leader/
REVEALED: The real reason behind Shah Rukh Khan’s detention – Dilwale DVDs in his baggage,https://web.archive.org/web/20160815185023/http://www.theunrealtimes.com/2016/08/13/revealed-the-real-reason-behind-shah-rukh-khans-detention-dilwale-dvds-in-his-baggage/
In Pictures: How PM Modi countered Musharraf and Pakistan’s aggressive bluster,https://web.archive.org/web/20150708051858/http://www.theunrealtimes.com/2015/06/12/in-pictures-how-pm-modi-countered-musharraf-and-pakistans-aggressive-bluster/
"ISIS confirms being hit by recession, plans major cutdown in headcount",https://thefauxy.com/isis-confirms-being-hit-by-recession-plans-major-cutdown-in-headcount/
COMIC: Arnab Goswami trolls Deepika Padukone,https://web.archive.org/web/20150401042527/http://www.theunrealtimes.com/2015/03/31/comic-arnab-goswami-trolls-deepika-padukone/
Bhajji sends a video message to Ashwin “Have you really made it large?”,https://web.archive.org/web/20161018213323/http://www.theunrealtimes.com/2016/10/14/bhajji-sends-a-video-message-to-ashwin-have-you-really-made-it-large/
"Bengaluru cab drivers have better reaction time than Usain Bolt, Roger Federer: BBC",https://web.archive.org/web/20150331022734/http://www.theunrealtimes.com/2015/03/30/bengaluru-cab-drivers-have-better-reaction-time-than-usain-bolt-roger-federer-bbc/
"In Pictures: Ram, Shyam, you and me",https://web.archive.org/web/20160809122325/http://www.theunrealtimes.com/2016/08/08/in-pictures-ram-shyam-you-and-me/
Manoj Tiwary to change his surname to Manoj Sharma in bid to boost his comeback chances,https://web.archive.org/web/20150923042849/http://www.theunrealtimes.com/2015/09/12/manoj-tiwary-to-change-his-surname-to-manoj-sharma-in-bid-to-boost-his-comeback-chances/
Batsman returns full tosses gifted by Piyush Chawla in Ranji match to protest rising intolerance,https://web.archive.org/web/20151014210219/http://www.theunrealtimes.com/2015/10/14/batsmen-returns-full-tosses-gifted-by-piyush-chawla-in-ranji-match-to-protest-rising-intolerance/
Sandeshkhali: SC takes Suo Moto Cognizance of judges taking Suo Moto Cognizance of Sandeshkhali incident,https://thefauxy.com/sandeshkhali-sc-takes-suo-moto-cognizance-of-judges-taking-suo-moto-cognizance-of-sandeshkhali-incident/
"Ahead of Bakri-Eid, PETA India Workers Mistakenly lock Themselves Up In A Room",https://thefauxy.com/ahead-of-bakri-eid-peta-india-workers-mistakenly-lock-themselves-up-in-a-room/
Coldplay ropes in Delhi MCD workers for its next video to throw garbage in the sky,https://web.archive.org/web/20160205215728/http://www.theunrealtimes.com/2016/02/02/coldplay-ropes-in-delhi-mcd-workers-for-its-next-video-to-throw-garbage-in-the-sky/
"Sagarika Ghose nominates herself for The Greatest Indian poll, after getting Twitter a/c verified »",https://web.archive.org/web/20120610085933/http://www.theunrealtimes.com/2012/06/05/sagarika2-ghose-nominates-herself-at-the-last-minute-for-the-greatest-indian-after-getting-twitter-account-verified/
Harrdy Sandhu’s Bijlee Song Witnesses Record Downloads from Youtube after Punjab Faces Power Cut,https://thefauxy.com/harrdy-sandhus-bijlee-song-witnesses-record-downloads-from-youtube-after-punjab-faces-power-cut/
Kayne West Demands Re-counting Of Votes After He Gets Less Votes Than The Number Of People In His Immediate Family,https://thefauxy.com/kayne-west-demands-re-counting-of-votes-after-he-gets-less-votes-than-the-number-of-people-in-his-immediate-family/
Team Of Journalists Headed By Barkha Dutt Leaves For Pakistan To Have Peace Talks with Terrorists,https://thefauxy.com/team-of-journalists-headed-by-barkha-dutt-leaves-for-pakistan-to-have-peace-talks-with-terrorists/
BJP temporarily hires AAP’s Internal Lokpal to give clean chit to leaders named by Lalit Modi,https://web.archive.org/web/20150708051858/http://www.theunrealtimes.com/2015/06/29/bjp-temporarily-hires-aaps-internal-lokpal-to-give-clean-chit-to-leaders-named-by-lalit-modi/
Apple’s New Series 6 Watch To Perform COVID Test.,https://thefauxy.com/apples-new-series-6-watch-to-perform-covid-test/
"Fed up with son’s long hair, mother insults Uddhav Thackeray from his phone",https://thefauxy.com/fed-up-with-sons-long-hair-mother-insults-uddhav-thackeray-from-his-phone/
BIG BREAKING: Narcotics Bureau Raids Narcotics Bureau Office,https://thefauxy.com/big-breaking-narcotics-bureau-raids-narcotics-bureau-office/
Homophobic Man Changes His Daugther June’s Name To July ,https://thefauxy.com/homophobic-man-changes-his-daugther-junes-name-to-july/
Bishop arrested after he tries to convert an AI Robot,https://thefauxy.com/bishop-arrested-after-he-tries-to-convert-an-ai-robot/
“I am scared of being slapped with a shoe” Digvijay Singh’s exclusive interview to The Unreal Times »,https://web.archive.org/web/20110608030636/http://www.theunrealtimes.com/2011/06/07/i-am-scared-of-being-slapped-with-a-shoe-digvijay-singhs-exclusive-interview-to-the-unreal-times/
"After Bob Dylan, Indian musicians vie for the Nobel Literature prize",https://web.archive.org/web/20161018213323/http://www.theunrealtimes.com/2016/10/14/after-bob-dylan-indian-musicians-vie-for-the-nobel-literature-prize/
Pakistani Legend Imran Khan’s Facebook Wall snapshots leaked ! »,https://web.archive.org/web/20120120032749/http://www.theunrealtimes.com/2012/01/19/pakistani-legend-imran-khans-facebook-wall-snapshots-leaked/
“The Viral Video Was From The Rehearsal Of Indian Remake Of Narcos” Karan Johar Tells Narcotics Bureau,https://thefauxy.com/the-viral-video-was-from-the-rehearsal-of-indian-remake-of-narcos-karan-johar-tells-narcotics-bureau/
Rahul Gandhi Sends Surjewala To Baba Ka Dhaba To Label The Baba As Modi’s Friend As His Business Grew Over 300% In 2020.,https://thefauxy.com/rahul-gandhi-sends-surjewala-to-baba-ka-dhaba-to-label-the-baba-as-modis-friend-as-his-business-grew-over-300-in-2020/
Mahagatbandhan set to morph into Maha-maha-gatbandhan as Arvind Kejriwal joins,https://web.archive.org/web/20151123135532/http://www.theunrealtimes.com/2015/11/18/mahagatbandhan-set-to-morph-into-maha-maha-gatbandhan-as-arvind-kejriwal-joins/
EXCLUSIVE: Part 2 – Indian politicians replace a light bulb,https://web.archive.org/web/20150214073435/http://www.theunrealtimes.com/2015/02/13/exclusive-part-2-indian-politicians-replace-a-light-bulb/
IRCTC shares surge 9.06% after Instagram traveler cum blogger posts photo of toilet mug without chain,https://thefauxy.com/irctc-shares-surge-9-06-after-instagram-traveler-cum-blogger-posts-photo-of-toilet-mug-without-chain/
Sonia Gandhi offers to pay 90% of the GDP after Modi announces 10% GDP as relief package,https://thefauxy.com/sonia-gandhi-offers-to-pay-90-of-the-gdp-after-modi-announces-10-gdp-as-relief-package/
"Accustomed To Live In A Confined Area, Mumbai Man Rents Out One Room Of His 1BHK Apartment",https://thefauxy.com/accustomed-to-live-in-a-confined-area-mumbai-man-rents-out-one-room-of-his-1bhk-apartment/
Pune’s Yerawada Jail plans “JailWapsi” campaign to bring Sanjay Dutt back,https://web.archive.org/web/20141230124917/http://www.theunrealtimes.com/2014/12/29/punes-yerawada-jail-plans-jailwapsi-campaign-to-bring-sanjay-dutt-back/
Russia Forms Cricket Team Overnight Only To Cancel Their Tour To Pakistan,https://thefauxy.com/russia-forms-cricket-team-overnight-only-to-cancel-their-tour-to-pakistan/
"Following The Collapse Of Majerhat Bridge, Mamata Government Takes Swift Action; Orders Bridge To Be Painted Blue And White.",https://thefauxy.com/following-the-collapse-of-majerhat-bridge-mamata-government-takes-swift-action-orders-bridge-to-be-painted-blue-and-white/
Delhi Government Announces Odd-Even Rule For 4G And 5G Network,https://thefauxy.com/delhi-government-announces-odd-even-rule-for-4g-and-5g-network/
Please treat my RSS remark as one of those which people ignore: Rahul Gandhi tells Supreme Court,https://web.archive.org/web/20160829005913/http://www.theunrealtimes.com/2016/08/25/please-treat-my-rss-remark-as-one-of-those-which-people-ignore-rahul-gandhi-tells-supreme-court/
Donald trump uses Image processing technology to count whether 7 million people attended the roadshow,https://thefauxy.com/donald-trump-uses-image-processing-technology-to-count-whether-7-million-people-attended-the-roadshow/
Announcement: We are shutting down… #NotUnreal,https://web.archive.org/web/20161209214805/http://www.theunrealtimes.com/2016/11/29/announcement-we-are-shutting-down/
"Liberal journalist alleges ISI network in India, moved to ‘food and beverage’ section",https://web.archive.org/web/20151208075724/http://www.theunrealtimes.com/2015/12/05/liberal-journalist-alleges-isi-network-in-india-moved-to-food-and-beverage-section/
New Zealand Bans COVID,https://thefauxy.com/new-zealand-bans-covid/
Arun Jaitley’s total NDTV appearances projected to soon exceed even Prannoy Roy’s,https://web.archive.org/web/20150624084452/http://www.theunrealtimes.com/2015/06/22/arun-jaitleys-total-ndtv-appearances-projected-to-soon-exceed-even-prannoy-roys/
PM Modi flies into cricket match to discuss strategy for winning at home with R Ashwin,https://web.archive.org/web/20160101142610/http://www.theunrealtimes.com/2015/12/27/pm-modi-flies-into-cricket-match-to-discusses-strategy-for-winning-at-home-with-r-ashwin/
"Playing 11 to be selected by a panel consisting BCCI, Venkatesh Prasad and Chief Justice of India: Supreme Court",https://thefauxy.com/playing-11-to-be-selected-by-a-panel-consisting-bcci-venkatesh-prasad-and-chief-justice-of-india-supreme-court/
"Air India goes the IT company way, provides pilots with a “Work from home” option »",https://web.archive.org/web/20120517052749/http://www.theunrealtimes.com/2012/05/16/air-india-goes-the-it-company-way-provides-pilots-with-a-work-from-home-option/
"BJP hits back at Arvind Kejriwalâs âGod with meâ claim, says Messenger of God with them",https://web.archive.org/web/20150206235936/http://www.theunrealtimes.com/2015/02/06/bjp-hits-back-at-arvind-kejriwals-god-with-me-claim-says-messenger-of-god-with-them/
"Planning Commission Dy Chairman, Montek Singh Ahluwalia, hires McKinsey to define new poverty line »",https://web.archive.org/web/20111006095914/http://www.theunrealtimes.com/2011/10/03/planning-commission-dy-chairman-montek-singh-ahluwalia-hires-mckinsey-to-define-new-poverty-line/
"With rising positive corona cases in Mumbai, negative patients will be quarantined instead of positive ones.",https://thefauxy.com/with-rising-positive-corona-cases-in-mumbai-negative-patients-will-be-quarantined-instead-of-positive-ones/
"Sri Sri Ravishankar tricks Baba Ramdev into ending his fast through a game of carrom, a la Munnabhai MBBS »",https://web.archive.org/web/20110614085158/http://www.theunrealtimes.com/2011/06/12/sri-sri-ravishankar-tricks-baba-ramdev-into-ending-his-fast-through-a-game-of-carrom-a-la-munnaibhai-mbbs/
Facebook Wall: Reactions to Sadhvi Prachi’s remark on bail to Salman Khan,https://web.archive.org/web/20150512033852/http://www.theunrealtimes.com/2015/05/10/facebook-wall-reactions-to-sadhvi-prachis-remark-on-bail-to-salman-khan/
Shatrugan Sinha threatens to quit politics and return to acting if BJP does not return to power »,https://web.archive.org/web/20120225085308/http://www.theunrealtimes.com/2012/02/10/shatrugan-sinha-threatens-to-quit-politics-and-return-to-acting-if-bjp-does-not-return-to-power/
Tom Moody roughed up by Congress workers after Moody’s Analytics blames Govt. for economic slowdown »,https://web.archive.org/web/20120501084252/http://www.theunrealtimes.com/2012/04/29/tom-moody-roughed-up-by-congress-workers-after-moody%e2%80%99s-analytics-blames-govt-for-economic-slowdown/
Two Triangular Flags Hoisted Together Mistaken For One Rectangular Khalistan Flag,https://thefauxy.com/two-triangular-flags-hoisted-together-mistaken-for-one-rectangular-khalistan-flag/
Amit Shah Mistakenly Poaches His Own Party’s MLA In Karnataka,https://thefauxy.com/amit-shah-mistakenly-poaches-his-own-partys-mla-in-karnataka/
Modi Reduced Fuel Prices Only to Divert Attention From Rising Fuel Prices,https://thefauxy.com/modi-reduced-fuel-prices-only-to-divert-attention-from-rising-fuel-prices/
COMIC: When Modi scared the hell out of Obama,https://web.archive.org/web/20150126171621/http://www.theunrealtimes.com/2015/01/26/comic-when-modi-scared-the-hell-out-of-obama/
Girl Reportedly Pregnant After Having Digital Sex In A Clubhouse Room,https://thefauxy.com/girl-reportedly-pregnant-after-having-digital-sex-in-a-clubhouse-room/
"Kanhaiya Kumar offers solution to Indo-Pak World Cup match imbroglio, suggests JNU as venue",https://web.archive.org/web/20160320132548/http://www.theunrealtimes.com/2016/03/05/kanhaiya-kumar-offers-solution-to-indo-pak-world-cup-match-imbroglio-suggests-jnu-as-venue/
Arvind Kejriwal to Enjoy Summer Vacation at Jews Holocaust Museum,https://thefauxy.com/arvind-kejriwal-to-enjoy-summer-vacation-at-jews-holocaust-museum/
"Seeing iMemeStore Distributing Money On Twitter, Pakistan PM Imran Khan Follows the Account",https://thefauxy.com/seeing-imemestore-distributing-money-on-twitter-pakistan-pm-imran-khan-follows-the-account/
Police Arrests A Climate Activist For Not Doing Climate Activities,https://thefauxy.com/police-arrests-a-climate-activist-for-not-doing-climate-activities/
